,Area,Item,Year,hg/ha_yield,pesticides_tonnes,avg_temp
13346,Indonesia,Sweet potatoes,1990,94450,2432,25.37
13347,Indonesia,Sweet potatoes,1990,94450,2432,27.05
13348,Indonesia,Sweet potatoes,1990,94450,2432,27.11
13349,Indonesia,Sweet potatoes,1990,94450,2432,27.18
13350,Indonesia,Sweet potatoes,1990,94450,2432,26.79
13351,Indonesia,Sweet potatoes,1990,94450,2432,27.47
13352,Indonesia,Cassava,1991,120946,3259,25.27
13353,Indonesia,Cassava,1991,120946,3259,27.04
13354,Indonesia,Cassava,1991,120946,3259,26.92
13355,Indonesia,Cassava,1991,120946,3259,27.05
13356,Indonesia,Cassava,1991,120946,3259,26.61
13357,Indonesia,Cassava,1991,120946,3259,27.21
13358,Indonesia,Maize,1991,21505,3259,25.27
13359,Indonesia,Maize,1991,21505,3259,27.04
13360,Indonesia,Maize,1991,21505,3259,26.92
13361,Indonesia,Maize,1991,21505,3259,27.05
13362,Indonesia,Maize,1991,21505,3259,26.61
13363,Indonesia,Maize,1991,21505,3259,27.21
13364,Indonesia,Potatoes,1991,132721,3259,25.27
13365,Indonesia,Potatoes,1991,132721,3259,27.04
13366,Indonesia,Potatoes,1991,132721,3259,26.92
13367,Indonesia,Potatoes,1991,132721,3259,27.05
13368,Indonesia,Potatoes,1991,132721,3259,26.61
13369,Indonesia,Potatoes,1991,132721,3259,27.21
13370,Indonesia,"Rice, paddy",1991,43465,3259,25.27
13371,Indonesia,"Rice, paddy",1991,43465,3259,27.04
13372,Indonesia,"Rice, paddy",1991,43465,3259,26.92
13373,Indonesia,"Rice, paddy",1991,43465,3259,27.05
13374,Indonesia,"Rice, paddy",1991,43465,3259,26.61
13375,Indonesia,"Rice, paddy",1991,43465,3259,27.21
13376,Indonesia,Soybeans,1991,11369,3259,25.27
13377,Indonesia,Soybeans,1991,11369,3259,27.04
13378,Indonesia,Soybeans,1991,11369,3259,26.92
13379,Indonesia,Soybeans,1991,11369,3259,27.05
13380,Indonesia,Soybeans,1991,11369,3259,26.61
13381,Indonesia,Soybeans,1991,11369,3259,27.21
13382,Indonesia,Sweet potatoes,1991,95150,3259,25.27
13383,Indonesia,Sweet potatoes,1991,95150,3259,27.04
13384,Indonesia,Sweet potatoes,1991,95150,3259,26.92
13385,Indonesia,Sweet potatoes,1991,95150,3259,27.05
13386,Indonesia,Sweet potatoes,1991,95150,3259,26.61
13387,Indonesia,Sweet potatoes,1991,95150,3259,27.21
13388,Indonesia,Cassava,1992,122220,825,25.17
13389,Indonesia,Cassava,1992,122220,825,26.96
13390,Indonesia,Cassava,1992,122220,825,27.01
13391,Indonesia,Cassava,1992,122220,825,27.2
13392,Indonesia,Cassava,1992,122220,825,26.72
13393,Indonesia,Cassava,1992,122220,825,27.4
13394,Indonesia,Maize,1992,22030,825,25.17
13395,Indonesia,Maize,1992,22030,825,26.96
13396,Indonesia,Maize,1992,22030,825,27.01
13397,Indonesia,Maize,1992,22030,825,27.2
13398,Indonesia,Maize,1992,22030,825,26.72
13399,Indonesia,Maize,1992,22030,825,27.4
13400,Indonesia,Potatoes,1992,143819,825,25.17
13401,Indonesia,Potatoes,1992,143819,825,26.96
13402,Indonesia,Potatoes,1992,143819,825,27.01
13403,Indonesia,Potatoes,1992,143819,825,27.2
13404,Indonesia,Potatoes,1992,143819,825,26.72
13405,Indonesia,Potatoes,1992,143819,825,27.4
13406,Indonesia,"Rice, paddy",1992,43446,825,25.17
13407,Indonesia,"Rice, paddy",1992,43446,825,26.96
13408,Indonesia,"Rice, paddy",1992,43446,825,27.01
13409,Indonesia,"Rice, paddy",1992,43446,825,27.2
13410,Indonesia,"Rice, paddy",1992,43446,825,26.72
13411,Indonesia,"Rice, paddy",1992,43446,825,27.4
13412,Indonesia,Soybeans,1992,11230,825,25.17
13413,Indonesia,Soybeans,1992,11230,825,26.96
13414,Indonesia,Soybeans,1992,11230,825,27.01
13415,Indonesia,Soybeans,1992,11230,825,27.2
13416,Indonesia,Soybeans,1992,11230,825,26.72
13417,Indonesia,Soybeans,1992,11230,825,27.4
13418,Indonesia,Sweet potatoes,1992,94481,825,25.17
13419,Indonesia,Sweet potatoes,1992,94481,825,26.96
13420,Indonesia,Sweet potatoes,1992,94481,825,27.01
13421,Indonesia,Sweet potatoes,1992,94481,825,27.2
13422,Indonesia,Sweet potatoes,1992,94481,825,26.72
13423,Indonesia,Sweet potatoes,1992,94481,825,27.4
13424,Indonesia,Cassava,1993,123323,1597,25.46
13425,Indonesia,Cassava,1993,123323,1597,27.04
13426,Indonesia,Cassava,1993,123323,1597,26.9
13427,Indonesia,Cassava,1993,123323,1597,27.21
13428,Indonesia,Cassava,1993,123323,1597,26.88
13429,Indonesia,Cassava,1993,123323,1597,27.51
13430,Indonesia,Maize,1993,21975,1597,25.46
13431,Indonesia,Maize,1993,21975,1597,27.04
13432,Indonesia,Maize,1993,21975,1597,26.9
13433,Indonesia,Maize,1993,21975,1597,27.21
13434,Indonesia,Maize,1993,21975,1597,26.88
13435,Indonesia,Maize,1993,21975,1597,27.51
13436,Indonesia,Potatoes,1993,158338,1597,25.46
13437,Indonesia,Potatoes,1993,158338,1597,27.04
13438,Indonesia,Potatoes,1993,158338,1597,26.9
13439,Indonesia,Potatoes,1993,158338,1597,27.21
13440,Indonesia,Potatoes,1993,158338,1597,26.88
13441,Indonesia,Potatoes,1993,158338,1597,27.51
13442,Indonesia,"Rice, paddy",1993,43750,1597,25.46
13443,Indonesia,"Rice, paddy",1993,43750,1597,27.04
13444,Indonesia,"Rice, paddy",1993,43750,1597,26.9
13445,Indonesia,"Rice, paddy",1993,43750,1597,27.21
13446,Indonesia,"Rice, paddy",1993,43750,1597,26.88
13447,Indonesia,"Rice, paddy",1993,43750,1597,27.51
13448,Indonesia,Soybeans,1993,11621,1597,25.46
13449,Indonesia,Soybeans,1993,11621,1597,27.04
13450,Indonesia,Soybeans,1993,11621,1597,26.9
13451,Indonesia,Soybeans,1993,11621,1597,27.21
13452,Indonesia,Soybeans,1993,11621,1597,26.88
13453,Indonesia,Soybeans,1993,11621,1597,27.51
13454,Indonesia,Sweet potatoes,1993,93183,1597,25.46
13455,Indonesia,Sweet potatoes,1993,93183,1597,27.04
13456,Indonesia,Sweet potatoes,1993,93183,1597,26.9
13457,Indonesia,Sweet potatoes,1993,93183,1597,27.21
13458,Indonesia,Sweet potatoes,1993,93183,1597,26.88
13459,Indonesia,Sweet potatoes,1993,93183,1597,27.51
13460,Indonesia,Cassava,1994,115946,1597,25.21
13461,Indonesia,Cassava,1994,115946,1597,27.12
13462,Indonesia,Cassava,1994,115946,1597,26.97
13463,Indonesia,Cassava,1994,115946,1597,27.34
13464,Indonesia,Cassava,1994,115946,1597,26.56
13465,Indonesia,Cassava,1994,115946,1597,27.18
13466,Indonesia,Maize,1994,22091,1597,25.21
13467,Indonesia,Maize,1994,22091,1597,27.12
13468,Indonesia,Maize,1994,22091,1597,26.97
13469,Indonesia,Maize,1994,22091,1597,27.34
13470,Indonesia,Maize,1994,22091,1597,26.56
13471,Indonesia,Maize,1994,22091,1597,27.18
13472,Indonesia,Potatoes,1994,156474,1597,25.21
13473,Indonesia,Potatoes,1994,156474,1597,27.12
13474,Indonesia,Potatoes,1994,156474,1597,26.97
13475,Indonesia,Potatoes,1994,156474,1597,27.34
13476,Indonesia,Potatoes,1994,156474,1597,26.56
13477,Indonesia,Potatoes,1994,156474,1597,27.18
13478,Indonesia,"Rice, paddy",1994,43453,1597,25.21
13479,Indonesia,"Rice, paddy",1994,43453,1597,27.12
13480,Indonesia,"Rice, paddy",1994,43453,1597,26.97
13481,Indonesia,"Rice, paddy",1994,43453,1597,27.34
13482,Indonesia,"Rice, paddy",1994,43453,1597,26.56
13483,Indonesia,"Rice, paddy",1994,43453,1597,27.18
13484,Indonesia,Soybeans,1994,11123,1597,25.21
13485,Indonesia,Soybeans,1994,11123,1597,27.12
13486,Indonesia,Soybeans,1994,11123,1597,26.97
13487,Indonesia,Soybeans,1994,11123,1597,27.34
13488,Indonesia,Soybeans,1994,11123,1597,26.56
13489,Indonesia,Soybeans,1994,11123,1597,27.18
13490,Indonesia,Sweet potatoes,1994,93583,1597,25.21
13491,Indonesia,Sweet potatoes,1994,93583,1597,27.12
13492,Indonesia,Sweet potatoes,1994,93583,1597,26.97
13493,Indonesia,Sweet potatoes,1994,93583,1597,27.34
13494,Indonesia,Sweet potatoes,1994,93583,1597,26.56
13495,Indonesia,Sweet potatoes,1994,93583,1597,27.18
13496,Indonesia,Cassava,1995,116605,1597,25.46
13497,Indonesia,Cassava,1995,116605,1597,27.15
13498,Indonesia,Cassava,1995,116605,1597,27.08
13499,Indonesia,Cassava,1995,116605,1597,27.28
13500,Indonesia,Cassava,1995,116605,1597,26.74
13501,Indonesia,Cassava,1995,116605,1597,27.32
13502,Indonesia,Maize,1995,22580,1597,25.46
13503,Indonesia,Maize,1995,22580,1597,27.15
13504,Indonesia,Maize,1995,22580,1597,27.08
13505,Indonesia,Maize,1995,22580,1597,27.28
13506,Indonesia,Maize,1995,22580,1597,26.74
13507,Indonesia,Maize,1995,22580,1597,27.32
13508,Indonesia,Potatoes,1995,165939,1597,25.46
13509,Indonesia,Potatoes,1995,165939,1597,27.15
13510,Indonesia,Potatoes,1995,165939,1597,27.08
13511,Indonesia,Potatoes,1995,165939,1597,27.28
13512,Indonesia,Potatoes,1995,165939,1597,26.74
13513,Indonesia,Potatoes,1995,165939,1597,27.32
13514,Indonesia,"Rice, paddy",1995,43487,1597,25.46
13515,Indonesia,"Rice, paddy",1995,43487,1597,27.15
13516,Indonesia,"Rice, paddy",1995,43487,1597,27.08
13517,Indonesia,"Rice, paddy",1995,43487,1597,27.28
13518,Indonesia,"Rice, paddy",1995,43487,1597,26.74
13519,Indonesia,"Rice, paddy",1995,43487,1597,27.32
13520,Indonesia,Soybeans,1995,11371,1597,25.46
13521,Indonesia,Soybeans,1995,11371,1597,27.15
13522,Indonesia,Soybeans,1995,11371,1597,27.08
13523,Indonesia,Soybeans,1995,11371,1597,27.28
13524,Indonesia,Soybeans,1995,11371,1597,26.74
13525,Indonesia,Soybeans,1995,11371,1597,27.32
13526,Indonesia,Sweet potatoes,1995,94939,1597,25.46
13527,Indonesia,Sweet potatoes,1995,94939,1597,27.15
13528,Indonesia,Sweet potatoes,1995,94939,1597,27.08
13529,Indonesia,Sweet potatoes,1995,94939,1597,27.28
13530,Indonesia,Sweet potatoes,1995,94939,1597,26.74
13531,Indonesia,Sweet potatoes,1995,94939,1597,27.32
13532,Indonesia,Cassava,1996,120150,1597,25.41
13533,Indonesia,Cassava,1996,120150,1597,27.07
13534,Indonesia,Cassava,1996,120150,1597,27
13535,Indonesia,Cassava,1996,120150,1597,27.2
13536,Indonesia,Cassava,1996,120150,1597,26.83
13537,Indonesia,Cassava,1996,120150,1597,27.53
13538,Indonesia,Maize,1996,24862,1597,25.41
13539,Indonesia,Maize,1996,24862,1597,27.07
13540,Indonesia,Maize,1996,24862,1597,27
13541,Indonesia,Maize,1996,24862,1597,27.2
13542,Indonesia,Maize,1996,24862,1597,26.83
13543,Indonesia,Maize,1996,24862,1597,27.53
13544,Indonesia,Potatoes,1996,158631,1597,25.41
13545,Indonesia,Potatoes,1996,158631,1597,27.07
13546,Indonesia,Potatoes,1996,158631,1597,27
13547,Indonesia,Potatoes,1996,158631,1597,27.2
13548,Indonesia,Potatoes,1996,158631,1597,26.83
13549,Indonesia,Potatoes,1996,158631,1597,27.53
13550,Indonesia,"Rice, paddy",1996,44168,1597,25.41
13551,Indonesia,"Rice, paddy",1996,44168,1597,27.07
13552,Indonesia,"Rice, paddy",1996,44168,1597,27
13553,Indonesia,"Rice, paddy",1996,44168,1597,27.2
13554,Indonesia,"Rice, paddy",1996,44168,1597,26.83
13555,Indonesia,"Rice, paddy",1996,44168,1597,27.53
13556,Indonesia,Soybeans,1996,11915,1597,25.41
13557,Indonesia,Soybeans,1996,11915,1597,27.07
13558,Indonesia,Soybeans,1996,11915,1597,27
13559,Indonesia,Soybeans,1996,11915,1597,27.2
13560,Indonesia,Soybeans,1996,11915,1597,26.83
13561,Indonesia,Soybeans,1996,11915,1597,27.53
13562,Indonesia,Sweet potatoes,1996,113547,1597,25.41
13563,Indonesia,Sweet potatoes,1996,113547,1597,27.07
13564,Indonesia,Sweet potatoes,1996,113547,1597,27
13565,Indonesia,Sweet potatoes,1996,113547,1597,27.2
13566,Indonesia,Sweet potatoes,1996,113547,1597,26.83
13567,Indonesia,Sweet potatoes,1996,113547,1597,27.53
13568,Indonesia,Cassava,1997,121718,1597,25.52
13569,Indonesia,Cassava,1997,121718,1597,27.37
13570,Indonesia,Cassava,1997,121718,1597,27.26
13571,Indonesia,Cassava,1997,121718,1597,27.62
13572,Indonesia,Cassava,1997,121718,1597,26.83
13573,Indonesia,Cassava,1997,121718,1597,27.46
13574,Indonesia,Maize,1997,26141,1597,25.52
13575,Indonesia,Maize,1997,26141,1597,27.37
13576,Indonesia,Maize,1997,26141,1597,27.26
13577,Indonesia,Maize,1997,26141,1597,27.62
13578,Indonesia,Maize,1997,26141,1597,26.83
13579,Indonesia,Maize,1997,26141,1597,27.46
13580,Indonesia,Potatoes,1997,162061,1597,25.52
13581,Indonesia,Potatoes,1997,162061,1597,27.37
13582,Indonesia,Potatoes,1997,162061,1597,27.26
13583,Indonesia,Potatoes,1997,162061,1597,27.62
13584,Indonesia,Potatoes,1997,162061,1597,26.83
13585,Indonesia,Potatoes,1997,162061,1597,27.46
13586,Indonesia,"Rice, paddy",1997,44322,1597,25.52
13587,Indonesia,"Rice, paddy",1997,44322,1597,27.37
13588,Indonesia,"Rice, paddy",1997,44322,1597,27.26
13589,Indonesia,"Rice, paddy",1997,44322,1597,27.62
13590,Indonesia,"Rice, paddy",1997,44322,1597,26.83
13591,Indonesia,"Rice, paddy",1997,44322,1597,27.46
13592,Indonesia,Soybeans,1997,12125,1597,25.52
13593,Indonesia,Soybeans,1997,12125,1597,27.37
13594,Indonesia,Soybeans,1997,12125,1597,27.26
13595,Indonesia,Soybeans,1997,12125,1597,27.62
13596,Indonesia,Soybeans,1997,12125,1597,26.83
13597,Indonesia,Soybeans,1997,12125,1597,27.46
13598,Indonesia,Sweet potatoes,1997,94532,1597,25.52
13599,Indonesia,Sweet potatoes,1997,94532,1597,27.37
13600,Indonesia,Sweet potatoes,1997,94532,1597,27.26
13601,Indonesia,Sweet potatoes,1997,94532,1597,27.62
13602,Indonesia,Sweet potatoes,1997,94532,1597,26.83
13603,Indonesia,Sweet potatoes,1997,94532,1597,27.46
13604,Indonesia,Cassava,1998,121925,1597,25.81
13605,Indonesia,Cassava,1998,121925,1597,27.58
13606,Indonesia,Cassava,1998,121925,1597,27.72
13607,Indonesia,Cassava,1998,121925,1597,27.77
13608,Indonesia,Cassava,1998,121925,1597,27.28
13609,Indonesia,Cassava,1998,121925,1597,27.9
13610,Indonesia,Maize,1998,26526,1597,25.81
13611,Indonesia,Maize,1998,26526,1597,27.58
13612,Indonesia,Maize,1998,26526,1597,27.72
13613,Indonesia,Maize,1998,26526,1597,27.77
13614,Indonesia,Maize,1998,26526,1597,27.28
13615,Indonesia,Maize,1998,26526,1597,27.9
13616,Indonesia,Potatoes,1998,153432,1597,25.81
13617,Indonesia,Potatoes,1998,153432,1597,27.58
13618,Indonesia,Potatoes,1998,153432,1597,27.72
13619,Indonesia,Potatoes,1998,153432,1597,27.77
13620,Indonesia,Potatoes,1998,153432,1597,27.28
13621,Indonesia,Potatoes,1998,153432,1597,27.9
13622,Indonesia,"Rice, paddy",1998,41974,1597,25.81
13623,Indonesia,"Rice, paddy",1998,41974,1597,27.58
13624,Indonesia,"Rice, paddy",1998,41974,1597,27.72
13625,Indonesia,"Rice, paddy",1998,41974,1597,27.77
13626,Indonesia,"Rice, paddy",1998,41974,1597,27.28
13627,Indonesia,"Rice, paddy",1998,41974,1597,27.9
13628,Indonesia,Soybeans,1998,11923,1597,25.81
13629,Indonesia,Soybeans,1998,11923,1597,27.58
13630,Indonesia,Soybeans,1998,11923,1597,27.72
13631,Indonesia,Soybeans,1998,11923,1597,27.77
13632,Indonesia,Soybeans,1998,11923,1597,27.28
13633,Indonesia,Soybeans,1998,11923,1597,27.9
13634,Indonesia,Sweet potatoes,1998,95750,1597,25.81
13635,Indonesia,Sweet potatoes,1998,95750,1597,27.58
13636,Indonesia,Sweet potatoes,1998,95750,1597,27.72
13637,Indonesia,Sweet potatoes,1998,95750,1597,27.77
13638,Indonesia,Sweet potatoes,1998,95750,1597,27.28
13639,Indonesia,Sweet potatoes,1998,95750,1597,27.9
13640,Indonesia,Cassava,1999,121763,1597,25.26
13641,Indonesia,Cassava,1999,121763,1597,27.01
13642,Indonesia,Cassava,1999,121763,1597,26.82
13643,Indonesia,Cassava,1999,121763,1597,27.17
13644,Indonesia,Cassava,1999,121763,1597,26.62
13645,Indonesia,Cassava,1999,121763,1597,27.32
13646,Indonesia,Maize,1999,26629,1597,25.26
13647,Indonesia,Maize,1999,26629,1597,27.01
13648,Indonesia,Maize,1999,26629,1597,26.82
13649,Indonesia,Maize,1999,26629,1597,27.17
13650,Indonesia,Maize,1999,26629,1597,26.62
13651,Indonesia,Maize,1999,26629,1597,27.32
13652,Indonesia,Potatoes,1999,147199,1597,25.26
13653,Indonesia,Potatoes,1999,147199,1597,27.01
13654,Indonesia,Potatoes,1999,147199,1597,26.82
13655,Indonesia,Potatoes,1999,147199,1597,27.17
13656,Indonesia,Potatoes,1999,147199,1597,26.62
13657,Indonesia,Potatoes,1999,147199,1597,27.32
13658,Indonesia,"Rice, paddy",1999,42519,1597,25.26
13659,Indonesia,"Rice, paddy",1999,42519,1597,27.01
13660,Indonesia,"Rice, paddy",1999,42519,1597,26.82
13661,Indonesia,"Rice, paddy",1999,42519,1597,27.17
13662,Indonesia,"Rice, paddy",1999,42519,1597,26.62
13663,Indonesia,"Rice, paddy",1999,42519,1597,27.32
13664,Indonesia,Soybeans,1999,12013,1597,25.26
13665,Indonesia,Soybeans,1999,12013,1597,27.01
13666,Indonesia,Soybeans,1999,12013,1597,26.82
13667,Indonesia,Soybeans,1999,12013,1597,27.17
13668,Indonesia,Soybeans,1999,12013,1597,26.62
13669,Indonesia,Soybeans,1999,12013,1597,27.32
13670,Indonesia,Sweet potatoes,1999,96698,1597,25.26
13671,Indonesia,Sweet potatoes,1999,96698,1597,27.01
13672,Indonesia,Sweet potatoes,1999,96698,1597,26.82
13673,Indonesia,Sweet potatoes,1999,96698,1597,27.17
13674,Indonesia,Sweet potatoes,1999,96698,1597,26.62
13675,Indonesia,Sweet potatoes,1999,96698,1597,27.32
13676,Indonesia,Cassava,2000,125305,1597,25.46
13677,Indonesia,Cassava,2000,125305,1597,27.2
13678,Indonesia,Cassava,2000,125305,1597,27.1
13679,Indonesia,Cassava,2000,125305,1597,27.23
13680,Indonesia,Cassava,2000,125305,1597,26.77
13681,Indonesia,Cassava,2000,125305,1597,27.44
13682,Indonesia,Maize,2000,27649,1597,25.46
13683,Indonesia,Maize,2000,27649,1597,27.2
13684,Indonesia,Maize,2000,27649,1597,27.1
13685,Indonesia,Maize,2000,27649,1597,27.23
13686,Indonesia,Maize,2000,27649,1597,26.77
13687,Indonesia,Maize,2000,27649,1597,27.44
13688,Indonesia,Potatoes,2000,133759,1597,25.46
13689,Indonesia,Potatoes,2000,133759,1597,27.2
13690,Indonesia,Potatoes,2000,133759,1597,27.1
13691,Indonesia,Potatoes,2000,133759,1597,27.23
13692,Indonesia,Potatoes,2000,133759,1597,26.77
13693,Indonesia,Potatoes,2000,133759,1597,27.44
13694,Indonesia,"Rice, paddy",2000,44007,1597,25.46
13695,Indonesia,"Rice, paddy",2000,44007,1597,27.2
13696,Indonesia,"Rice, paddy",2000,44007,1597,27.1
13697,Indonesia,"Rice, paddy",2000,44007,1597,27.23
13698,Indonesia,"Rice, paddy",2000,44007,1597,26.77
13699,Indonesia,"Rice, paddy",2000,44007,1597,27.44
13700,Indonesia,Soybeans,2000,12335,1597,25.46
13701,Indonesia,Soybeans,2000,12335,1597,27.2
13702,Indonesia,Soybeans,2000,12335,1597,27.1
13703,Indonesia,Soybeans,2000,12335,1597,27.23
13704,Indonesia,Soybeans,2000,12335,1597,26.77
13705,Indonesia,Soybeans,2000,12335,1597,27.44
13706,Indonesia,Sweet potatoes,2000,94211,1597,25.46
13707,Indonesia,Sweet potatoes,2000,94211,1597,27.2
13708,Indonesia,Sweet potatoes,2000,94211,1597,27.1
13709,Indonesia,Sweet potatoes,2000,94211,1597,27.23
13710,Indonesia,Sweet potatoes,2000,94211,1597,26.77
13711,Indonesia,Sweet potatoes,2000,94211,1597,27.44
13712,Indonesia,Cassava,2001,129407,1597,25.43
13713,Indonesia,Cassava,2001,129407,1597,27.13
13714,Indonesia,Cassava,2001,129407,1597,27.26
13715,Indonesia,Cassava,2001,129407,1597,27.32
13716,Indonesia,Cassava,2001,129407,1597,26.81
13717,Indonesia,Cassava,2001,129407,1597,27.52
13718,Indonesia,Maize,2001,28446,1597,25.43
13719,Indonesia,Maize,2001,28446,1597,27.13
13720,Indonesia,Maize,2001,28446,1597,27.26
13721,Indonesia,Maize,2001,28446,1597,27.32
13722,Indonesia,Maize,2001,28446,1597,26.81
13723,Indonesia,Maize,2001,28446,1597,27.52
13724,Indonesia,Potatoes,2001,148495,1597,25.43
13725,Indonesia,Potatoes,2001,148495,1597,27.13
13726,Indonesia,Potatoes,2001,148495,1597,27.26
13727,Indonesia,Potatoes,2001,148495,1597,27.32
13728,Indonesia,Potatoes,2001,148495,1597,26.81
13729,Indonesia,Potatoes,2001,148495,1597,27.52
13730,Indonesia,"Rice, paddy",2001,43879,1597,25.43
13731,Indonesia,"Rice, paddy",2001,43879,1597,27.13
13732,Indonesia,"Rice, paddy",2001,43879,1597,27.26
13733,Indonesia,"Rice, paddy",2001,43879,1597,27.32
13734,Indonesia,"Rice, paddy",2001,43879,1597,26.81
13735,Indonesia,"Rice, paddy",2001,43879,1597,27.52
13736,Indonesia,Soybeans,2001,12181,1597,25.43
13737,Indonesia,Soybeans,2001,12181,1597,27.13
13738,Indonesia,Soybeans,2001,12181,1597,27.26
13739,Indonesia,Soybeans,2001,12181,1597,27.32
13740,Indonesia,Soybeans,2001,12181,1597,26.81
13741,Indonesia,Soybeans,2001,12181,1597,27.52
13742,Indonesia,Sweet potatoes,2001,96634,1597,25.43
13743,Indonesia,Sweet potatoes,2001,96634,1597,27.13
13744,Indonesia,Sweet potatoes,2001,96634,1597,27.26
13745,Indonesia,Sweet potatoes,2001,96634,1597,27.32
13746,Indonesia,Sweet potatoes,2001,96634,1597,26.81
13747,Indonesia,Sweet potatoes,2001,96634,1597,27.52
13748,Indonesia,Cassava,2002,132491,1597,25.64
13749,Indonesia,Cassava,2002,132491,1597,27.4
13750,Indonesia,Cassava,2002,132491,1597,27.5
13751,Indonesia,Cassava,2002,132491,1597,27.49
13752,Indonesia,Cassava,2002,132491,1597,27.01
13753,Indonesia,Cassava,2002,132491,1597,27.71
13754,Indonesia,Maize,2002,30655,1597,25.64
13755,Indonesia,Maize,2002,30655,1597,27.4
13756,Indonesia,Maize,2002,30655,1597,27.5
13757,Indonesia,Maize,2002,30655,1597,27.49
13758,Indonesia,Maize,2002,30655,1597,27.01
13759,Indonesia,Maize,2002,30655,1597,27.71
13760,Indonesia,Potatoes,2002,155903,1597,25.64
13761,Indonesia,Potatoes,2002,155903,1597,27.4
13762,Indonesia,Potatoes,2002,155903,1597,27.5
13763,Indonesia,Potatoes,2002,155903,1597,27.49
13764,Indonesia,Potatoes,2002,155903,1597,27.01
13765,Indonesia,Potatoes,2002,155903,1597,27.71
13766,Indonesia,"Rice, paddy",2002,44691,1597,25.64
13767,Indonesia,"Rice, paddy",2002,44691,1597,27.4
13768,Indonesia,"Rice, paddy",2002,44691,1597,27.5
13769,Indonesia,"Rice, paddy",2002,44691,1597,27.49
13770,Indonesia,"Rice, paddy",2002,44691,1597,27.01
13771,Indonesia,"Rice, paddy",2002,44691,1597,27.71
13772,Indonesia,Soybeans,2002,12360,1597,25.64
13773,Indonesia,Soybeans,2002,12360,1597,27.4
13774,Indonesia,Soybeans,2002,12360,1597,27.5
13775,Indonesia,Soybeans,2002,12360,1597,27.49
13776,Indonesia,Soybeans,2002,12360,1597,27.01
13777,Indonesia,Soybeans,2002,12360,1597,27.71
13778,Indonesia,Sweet potatoes,2002,99940,1597,25.64
13779,Indonesia,Sweet potatoes,2002,99940,1597,27.4
13780,Indonesia,Sweet potatoes,2002,99940,1597,27.5
13781,Indonesia,Sweet potatoes,2002,99940,1597,27.49
13782,Indonesia,Sweet potatoes,2002,99940,1597,27.01
13783,Indonesia,Sweet potatoes,2002,99940,1597,27.71
13784,Indonesia,Cassava,2004,154679,1597,25.67
13785,Indonesia,Cassava,2004,154679,1597,27.42
13786,Indonesia,Cassava,2004,154679,1597,27.32
13787,Indonesia,Cassava,2004,154679,1597,27.57
13788,Indonesia,Cassava,2004,154679,1597,26.97
13789,Indonesia,Cassava,2004,154679,1597,27.69
13790,Indonesia,Maize,2004,33439,1597,25.67
13791,Indonesia,Maize,2004,33439,1597,27.42
13792,Indonesia,Maize,2004,33439,1597,27.32
13793,Indonesia,Maize,2004,33439,1597,27.57
13794,Indonesia,Maize,2004,33439,1597,26.97
13795,Indonesia,Maize,2004,33439,1597,27.69
13796,Indonesia,Potatoes,2004,163870,1597,25.67
13797,Indonesia,Potatoes,2004,163870,1597,27.42
13798,Indonesia,Potatoes,2004,163870,1597,27.32
13799,Indonesia,Potatoes,2004,163870,1597,27.57
13800,Indonesia,Potatoes,2004,163870,1597,26.97
13801,Indonesia,Potatoes,2004,163870,1597,27.69
13802,Indonesia,"Rice, paddy",2004,45365,1597,25.67
13803,Indonesia,"Rice, paddy",2004,45365,1597,27.42
13804,Indonesia,"Rice, paddy",2004,45365,1597,27.32
13805,Indonesia,"Rice, paddy",2004,45365,1597,27.57
13806,Indonesia,"Rice, paddy",2004,45365,1597,26.97
13807,Indonesia,"Rice, paddy",2004,45365,1597,27.69
13808,Indonesia,Soybeans,2004,12801,1597,25.67
13809,Indonesia,Soybeans,2004,12801,1597,27.42
13810,Indonesia,Soybeans,2004,12801,1597,27.32
13811,Indonesia,Soybeans,2004,12801,1597,27.57
13812,Indonesia,Soybeans,2004,12801,1597,26.97
13813,Indonesia,Soybeans,2004,12801,1597,27.69
13814,Indonesia,Sweet potatoes,2004,103053,1597,25.67
13815,Indonesia,Sweet potatoes,2004,103053,1597,27.42
13816,Indonesia,Sweet potatoes,2004,103053,1597,27.32
13817,Indonesia,Sweet potatoes,2004,103053,1597,27.57
13818,Indonesia,Sweet potatoes,2004,103053,1597,26.97
13819,Indonesia,Sweet potatoes,2004,103053,1597,27.69
13820,Indonesia,Cassava,2005,159224,1597,25.59
13821,Indonesia,Cassava,2005,159224,1597,27.22
13822,Indonesia,Cassava,2005,159224,1597,27.48
13823,Indonesia,Cassava,2005,159224,1597,27.44
13824,Indonesia,Cassava,2005,159224,1597,27.11
13825,Indonesia,Cassava,2005,159224,1597,27.77
13826,Indonesia,Maize,2005,34539,1597,25.59
13827,Indonesia,Maize,2005,34539,1597,27.22
13828,Indonesia,Maize,2005,34539,1597,27.48
13829,Indonesia,Maize,2005,34539,1597,27.44
13830,Indonesia,Maize,2005,34539,1597,27.11
13831,Indonesia,Maize,2005,34539,1597,27.77
13832,Indonesia,Potatoes,2005,164014,1597,25.59
13833,Indonesia,Potatoes,2005,164014,1597,27.22
13834,Indonesia,Potatoes,2005,164014,1597,27.48
13835,Indonesia,Potatoes,2005,164014,1597,27.44
13836,Indonesia,Potatoes,2005,164014,1597,27.11
13837,Indonesia,Potatoes,2005,164014,1597,27.77
